age	len
3	41
2	30
1	19
2	28
2	30
2	30
1	15
1	17
3	39
4	45
3	41
2	29
1	18
3	44
1	16
3	37
3	42
4	49
4	42
4	49
4	45
3	38
4	51
4	48
4	43
4	48
3	43
7	62
4	51
5	56
4	44
4	48
3	42
4	49
3	37
3	40
4	45
3	41
3	43
6	60
8	78
6	71
4	44
5	53
2	32
12	70
6	60
3	35
6	54
7	64
5	55
3	47
3	43
3	41
4	51
5	52
7	59
7	63
4	45
1	16
1	16
1	18
1	16
1	17
1	16
3	39
3	42
7	63
3	42
3	40
3	43
4	53
2	31
2	34
4	49
4	50
4	51
4	47
4	40
7	64
6	56
7	63
4	42
4	46
6	49
7	63
7	60
4	46
8	59
4	50
3	41
4	51
4	42
6	57
1	15
1	16
5	58
8	68
3	37
6	53
7	66
10	78
11	77
7	70
1	15
1	15
1	15
1	16
1	14
1	16
1	16
1	16
1	17
1	14
1	17
4	45
4	46
3	40
3	48
7	58
4	45
7	52
4	50
4	52
7	54
6	50
7	59
8	63
1	14
1	17
1	18
4	49
5	57
4	42
6	57
8	78
1	16
1	16
7	61
8	71
7	67
6	56
6	55
11	70
5	59
8	81
4	48
4	50
4	49
4	52
4	51
5	46
4	48
4	51
4	47
4	49
4	51
4	49
5	55
4	45
4	49
4	48
12	69
4	48
4	46
6	53
4	41
7	57
4	45
4	49
4	44
4	48
4	51
4	53
3	39
4	52
4	48
4	45
6	56
6	65
1	15
1	15
4	41
3	35
4	46
5	56
4	53
4	45
8	71
8	66
8	73
4	52
3	33
3	35
6	63
3	40
8	68
4	46
4	48
4	46
8	67
8	63
3	43
4	47
6	56
6	56
7	56
1	17
1	15
1	16
1	15
1	15
1	16
1	17
1	16
1	17
1	18
1	18
1	19
2	31
2	30
3	43
4	50
4	49
3	42
4	51
4	49
4	50
5	60
7	72
1	17
1	16
1	14
4	52
5	60
3	39
4	48
5	60
7	74
7	67
1	16
2	28
3	39
8	72
3	30
3	33
3	37
2	30
3	34
2	23
2	24
2	23
3	37
3	38
5	55
1	15
3	44
2	28
3	37
3	39
9	63
4	48
3	32
3	34
5	49
5	55
5	52
5	61
5	48
5	53
7	80
3	40
5	51
5	48
5	47
7	67
5	52
5	60
5	58
10	60
3	38
3	42
5	54
5	61
4	50
4	46
5	57
5	58
5	51
5	66
8	61
5	54
5	59
2	26
1	16
3	35
2	27
3	36
5	44
4	46
1	17
1	20
3	42
2	29
4	45
10	69
3	42
4	49
7	70
7	65
7	62
1	16
1	16
1	18
1	19
3	43
1	16
1	14
1	16
1	16
1	16
1	14
3	39
1	18
3	35
3	36
4	46
3	38
5	52
3	37
2	30
4	40
3	39
4	40
3	41
3	39
4	49
4	46
4	45
3	33
6	58
1	16
1	13
1	14
1	15
1	16
1	17
3	38
3	33
5	45
7	67
3	40
3	36
4	48
4	41
3	37
3	36
3	41
3	36
4	45
4	40
4	46
4	42
4	44
4	42
4	47
3	41
4	44
4	49
4	48
4	47
4	48
3	39
4	47
3	41
8	69
4	44
4	40
4	45
6	49
4	44
4	42
6	59
5	48
4	44
4	46
7	52
6	50
7	56
5	49
4	45
7	69
7	58
10	83
8	72
5	59
3	35
4	49
4	51
4	57
5	59
2	23
7	70
6	58
4	46
9	80
2	23
5	67
4	49
6	66
6	72
3	31
4	37
2	27
3	36
3	37
3	38
2	30
3	33
2	29
2	28
2	26
3	38
2	27
2	28
2	26
2	27
3	36
2	28
2	30
2	27
3	32
3	36
2	28
3	35
3	33
2	28
3	39
2	28
3	36
2	27
3	37
3	40
2	27
2	28
2	27
2	27
2	28
2	29
3	37
3	37
3	37
2	29
3	37
2	28
3	37
3	38
3	35
3	35
3	39
3	36
2	29
3	37
3	41
2	29
2	26
3	39
5	53
3	40
5	46
4	44
2	26
2	26
3	39
2	24
3	36
2	25
4	42
3	37
2	26
2	25
2	25
2	25
2	23
2	25
3	38
3	32
3	42
4	36
3	36
3	35
4	45
4	40
1	16
1	15
1	15
4	46
5	58
6	54
7	66
6	62
1	14
1	15
1	16
1	15
1	16
1	17
1	17
1	16
1	16
1	16
1	19
5	49
7	74
5	56
1	15
1	15
3	37
2	34
5	53
4	49
4	51
5	52
4	51
4	46
4	47
5	56
3	41
4	51
4	46
4	47
7	56
4	46
7	61
5	48
6	54
3	38
4	48
5	55
8	78
1	17
1	16
3	42
3	38
3	41
4	51
3	45
3	41
3	40
3	46
4	50
8	59
6	64
1	15
1	15
1	14
1	18
1	19
7	59
8	78
7	58
8	61
8	70
9	72
8	68
1	16
1	16
1	15
1	19
1	16
3	37
3	38
3	39
8	65
4	50
3	39
8	73
3	36
4	49
3	42
5	51
1	17
1	15
1	14
1	15
1	14
1	16
1	17
1	17
3	41
5	58
3	39
4	52
6	67
1	17
1	17
1	15
1	17
1	15
1	16
1	16
1	16
2	29
4	48
3	39
1	18
3	36
3	40
3	40
3	40
4	47
3	39
3	47
7	57
4	45
3	39
3	37
4	45
6	57
2	27
7	76
4	56
7	65
7	70
4	50
5	62
7	78
8	82
7	70
8	74
5	54
8	71
4	51
8	67
4	51
8	85
12	73
8	77
4	51
4	44
4	50
7	55
8	61
8	70
3	40
4	55
2	25
2	29
4	45
4	45
4	54
7	74
2	25
2	28
2	26
3	37
2	27
4	46
4	51
1	15
2	27
2	35
3	43
6	61
4	48
4	46
4	45
10	79
7	66
4	49
5	53
5	57
5	56
5	53
5	49
5	52
5	49
5	51
5	52
5	59
4	51
5	52
5	53
5	52
5	52
2	30
4	48
5	48
5	58
5	46
3	40
2	28
5	57
3	37
5	56
4	44
5	47
2	29
5	57
5	59
5	53
5	57
5	56
5	51
5	47
12	87
5	50
5	53
8	75
8	76
3	34
3	37
4	44
2	29
3	32
2	27
2	26
3	38
3	35
3	39
2	27
3	40
3	34
3	38
2	29
3	35
2	30
2	27
2	28
5	51
4	50
3	39
5	57
5	44
5	50
5	53
2	29
5	55
5	58
5	58
3	42
4	49
2	30
5	49
5	48
5	46
2	30
5	57
2	27
3	36
5	46
5	48
1	14
2	29
2	26
2	28
5	52
5	52
2	28
2	28
2	29
2	29
2	28
2	27
4	46
4	48
5	50
5	58
4	47
5	48
5	54
3	37
3	33
3	38
4	44
3	39
4	43
4	48
6	72
4	42
3	39
7	56
6	53
4	44
4	40
4	46
4	50
6	51
3	36
3	37
5	53
3	36
3	36
1	17
1	17
1	13
3	39
3	42
3	33
2	27
2	24
3	39
3	42
4	42
4	34
2	24
4	46
1	16
1	17
1	17
2	25
4	51
5	56
4	43
3	42
5	58
3	41
5	52
4	48
4	46
4	44
4	47
2	32
1	17
1	16
1	16
1	15
1	16
1	17
1	16
1	17
1	17
1	17
1	17
1	15
1	16
1	16
1	16
1	18
2	27
2	26
3	38
2	30
2	26
2	29
3	37
2	28
3	39
3	42
7	71
4	47
6	58
3	42
3	45
3	37
3	38
2	31
2	32
3	38
3	36
2	29
3	37
3	41
3	47
4	40
4	52
3	41
3	41
3	44
4	47
6	66
3	40
3	37
2	32
3	45
2	28
2	28
1	18
2	32
3	41
3	38
4	53
3	40
2	30
3	40
1	18
4	47
6	64
6	64
3	44
3	44
1	17
1	16
1	17
1	17
1	16
1	17
3	40
3	40
8	64
5	58
5	53
10	72
4	42
4	52
4	45
5	57
6	57
9	71
6	67
6	60
7	65
5	52
7	70
5	60
6	66
6	71
8	79
8	65
5	55
8	70
7	66
4	47
3	28
2	29
2	29
2	30
2	33
2	29
2	30
3	35
2	32
3	39
2	32
3	43
3	39
1	14
1	15
3	44
3	42
2	27
3	40
3	36
3	39
2	29
4	44
3	37
4	51
3	36
5	60
7	56
4	52
7	60
2	29
11	77
10	68
13	82
3	40
2	33
2	32
2	32
3	37
2	32
3	38
3	41
3	39
2	32
3	37
3	39
5	58
3	40
3	41
3	40
3	36
4	48
3	40
3	40
3	36
3	44
3	37
3	42
3	39
4	47
3	37
5	57
7	55
6	60
2	29
2	27
4	49
3	36
5	50
2	30
4	49
4	50
5	47
5	52
3	37
5	56
5	50
5	48
5	54
5	64
4	50
5	57
5	55
5	51
5	44
4	48
4	51
3	41
4	48
5	59
5	62
5	50
4	50
4	52
5	58
5	54
5	60
5	56
5	64
5	52
6	75
5	59
4	52
4	47
4	43
4	48
4	52
3	41
4	46
4	42
4	49
5	58
4	53
4	51
4	45
4	46
7	61
1	15
4	45
4	49
4	57
7	69
9	70
4	52
4	54
9	78
8	69
5	58
3	38
3	39
4	61
4	48
2	30
4	54
4	44
1	16
1	15
1	16
4	46
5	55
4	45
7	72
6	61
3	38
6	66
3	44
4	44
4	45
5	55
5	51
3	41
5	59
5	57
4	50
2	30
4	47
4	52
2	28
5	66
2	28
2	25
2	26
1	15
1	14
2	27
2	28
3	37
5	52
5	52
5	55
5	53
5	52
5	58
4	55
4	55
6	61
5	58
4	55
4	56
3	39
3	44
3	47
3	45
3	41
4	42
4	47
4	50
4	55
7	68
1	15
4	54
5	51
5	66
9	70
13	68
4	49
4	54
2	31
1	14
5	56
3	37
3	40
4	43
3	33
3	41
3	39
3	37
5	52
3	36
3	38
3	38
4	51
5	54
5	48
1	11
1	13
3	38
3	38
4	42
4	51
4	42
5	50
5	49
3	39
3	36
3	37
3	38
5	56
5	47
1	14
1	14
2	24
3	35
3	37
3	39
3	34
3	38
3	32
3	38
3	40
3	36
3	38
3	35
3	34
2	20
1	13
1	13
1	14
1	12
4	45
4	43
4	47
4	50
5	48
5	48
5	47
5	44
5	49
5	49
11	62
5	54
3	45
5	47
5	50
8	62
1	14
1	17
3	36
3	42
3	36
4	44
4	41
5	45
4	41
5	53
2	31
4	43
2	34
4	38
5	45
4	43
4	46
3	38
4	43
4	47
5	49
5	48
5	50
8	54
4	43
5	54
8	54
7	52
4	48
4	41
4	46
4	46
4	51
5	56
5	50
4	48
4	48
8	61
8	55
9	57
4	50
5	52
5	61
9	71
5	50
5	47
4	34
5	44
5	40
4	39
5	45
5	46
4	46
5	51
5	48
5	54
5	54
7	53
2	32
5	43
7	42
5	49
5	52
5	48
5	46
7	55
5	49
5	53
5	56
5	59
4	52
5	46
5	32
3	39
5	52
5	50
5	51
5	55
5	54
5	48
7	61
9	61
3	47
7	63
9	48
7	50
9	52
5	48
4	39
3	34
3	38
5	43
9	60
3	37
3	32
3	34
9	57
12	66
4	36
3	37
3	34
3	36
5	48
5	50
5	42
5	51
8	45
5	49
5	49
8	55
5	53
10	58
1	15
8	57
8	60
7	66
5	47
4	48
4	42
5	48
5	54
5	51
5	52
4	50
5	51
5	59
4	42
4	44
4	48
4	50
5	44
5	61
5	53
5	54
4	60
8	54
5	52
5	52
4	50
9	57
5	60
3	41
3	36
5	45
5	56
5	57
3	32
3	40
3	43
3	47
5	56
2	30
5	48
4	49
7	67
1	17
2	34
5	44
5	51
5	50
9	69
5	54
4	49
5	54
9	64
5	55
5	58
9	73
8	57
5	51
4	56
6	67
1	15
4	50
9	64
5	57
5	53
5	60
3	54
5	42
8	77
5	51
8	77
9	58
5	48
5	55
5	46
9	63
3	40
5	56
4	47
5	52
4	45
5	46
4	44
9	69
9	64
9	58
5	53
5	52
4	48
8	61
9	55
6	83
2	30
3	41
5	56
4	51
5	56
1	15
3	39
3	40
3	37
2	26
2	28
5	42
7	47
7	50
4	44
4	41
3	36
5	46
5	45
5	43
4	44
2	29
2	29
5	48
5	44
5	46
7	69
8	59
6	49
4	36
4	42
4	44
5	61
3	38
1	18
9	64
5	55
5	44
2	30
3	40
3	37
5	48
5	49
5	48
7	51
3	44
3	36
8	54
6	66
1	15
2	27
3	32
2	29
4	40
4	41
5	61
9	64
9	70
5	54
9	73
7	58
4	47
6	70
2	32
4	51
5	53
6	54
5	53
1	18
4	45
4	46
3	40
4	39
7	65
8	55
5	53
4	46
5	50
6	64
4	40
5	46
8	56
9	59
4	44
3	43
5	53
5	58
5	55
6	63
7	54
6	60
5	47
8	58
5	45
2	30
5	62
6	52
6	56
5	53
7	60
9	65
5	57
9	76
5	52
8	75
8	56
5	53
5	61
8	69
8	62
8	62
9	64
7	79
5	54
9	74
8	71
3	32
3	35
2	21
5	45
3	37
2	23
2	23
3	36
3	36
2	25
3	38
3	36
3	36
3	37
3	34
3	35
3	37
3	33
3	37
3	34
3	37
3	36
2	24
1	17
3	38
3	38
3	36
3	43
3	35
3	34
3	38
4	43
3	40
3	39
3	35
3	36
3	36
3	36
3	35
1	14
1	17
1	14
1	15
1	13
4	48
4	49
5	52
5	57
8	53
3	35
5	44
6	51
5	47
5	50
3	37
3	35
3	33
3	35
5	49
9	59
5	45
3	34
5	54
5	49
5	47
5	51
4	43
5	50
5	53
7	63
5	62
6	53
5	47
8	65
9	61
5	56
5	57
5	49
5	53
5	51
4	46
4	46
9	56
9	72
3	39
5	55
5	49
7	68
5	60
7	61
4	42
5	49
6	59
5	44
5	53
4	45
2	28
5	49
5	41
5	44
5	44
4	45
5	57
6	59
9	77
5	45
5	53
4	51
5	44
5	48
9	75
5	47
4	44
4	43
6	54
10	76
5	47
4	49
4	45
9	55
5	51
1	15
1	16
1	17
1	17
3	33
2	29
4	44
5	52
2	30
2	29
5	47
3	40
5	48
2	27
5	48
5	49
3	41
2	29
3	41
3	31
4	48
5	51
2	31
1	16
1	19
5	50
8	62
5	46
5	52
9	49
6	47
5	43
5	49
5	50
9	51
4	45
5	43
4	43
5	46
5	49
5	48
5	51
5	56
5	46
5	47
6	46
5	44
9	55
9	56
5	49
5	48
11	65
5	46
3	30
3	31
5	39
5	41
3	42
5	44
5	48
7	57
5	48
8	76
2	30
5	47
5	47
3	40
5	46
4	47
5	51
5	56
5	57
6	58
4	43
9	72
8	51
5	53
5	41
5	52
3	37
5	50
9	62
10	61
9	54
5	51
5	52
9	57
6	46
5	52
4	44
4	43
4	47
8	68
9	60
6	55
5	54
5	50
9	65
10	61
3	32
4	39
2	26
3	35
4	42
4	43
3	34
4	44
4	43
4	45
3	35
4	42
4	42
4	45
4	41
4	45
5	44
6	43
4	39
5	49
4	47
4	45
4	42
4	42
1	19
3	34
4	44
4	42
8	53
3	33
2	25
4	43
3	36
4	42
5	48
1	14
1	14
1	17
8	55
9	52
8	53
5	46
5	54
5	46
3	36
5	50
5	50
5	51
8	66
5	39
4	42
5	46
4	43
3	33
5	56
4	38
5	45
9	55
8	52
5	44
5	44
5	47
5	48
1	16
3	34
3	38
3	34
3	33
3	35
3	36
3	33
3	35
3	35
3	36
3	36
3	38
3	34
3	37
3	37
3	35
3	35
3	35
3	38
3	36
3	36
3	38
3	39
3	40
3	36
4	48
5	42
4	40
5	47
8	56
8	55
8	58
5	53
5	49
6	54
8	56
4	44
3	40
4	42
8	59
8	51
5	57
4	41
5	50
4	44
8	53
2	32
7	53
5	42
7	44
7	49
6	44
7	47
5	45
4	39
5	44
5	49
4	45
5	42
5	43
7	50
3	36
8	54
4	41
4	42
8	58
5	44
4	41
5	43
3	36
3	42
7	50
4	41
5	42
4	39
3	34
4	46
8	57
1	16
2	28
1	19
2	27
1	18
2	30
3	39
4	41
7	54
4	42
4	45
8	50
4	39
6	48
4	48
3	41
4	45
4	53
5	47
5	53
5	62
6	49
3	40
5	50
5	54
5	52
6	55
5	49
5	73
7	52
5	58
5	53
4	44
6	52
7	52
4	50
4	45
9	58
10	71
8	55
7	62
8	54
4	43
4	43
4	42
8	50
4	47
8	55
8	59
4	46
5	48
5	50
7	52
4	48
4	44
5	47
4	45
8	56
8	56
4	45
6	56
5	52
4	46
6	51
4	40
4	42
5	52
8	48
4	43
5	50
4	41
8	63
5	53
6	54
5	66
8	53
3	42
3	36
7	64
7	51
8	67
8	66
4	47
4	43
8	65
5	51
8	59
8	56
8	59
9	63
8	57
8	66
7	61
5	56
7	56
8	53
5	47
6	54
5	48
4	45
7	53
8	59
7	53
4	38
8	63
4	44
4	40
5	46
5	55
4	43
8	53
5	54
2	31
2	31
3	42
4	58
4	42
3	43
4	48
3	40
3	39
8	58
3	40
6	64
9	75
1	16
3	39
2	29
1	18
3	40
3	38
5	56
2	29
8	73
1	16
1	17
1	19
4	56
9	79
4	60
3	47
9	65
3	40
3	43
2	32
3	43
3	42
3	43
3	44
3	37
3	42
3	40
3	39
2	31
1	14
1	15
1	15
1	16
3	42
10	78
9	59
3	40
2	31
4	49
4	44
9	72
10	60
9	75
4	56
9	78
5	54
4	51
6	61
4	54
5	65
1	14
7	74
5	60
5	57
9	89
7	55
2	25
2	25
3	42
9	77
4	49
8	74
8	74
8	74
8	79
7	75
4	51
5	56
5	62
8	65
9	80
5	66
2	28
3	42
3	43
2	27
2	25
3	42
4	55
2	27
2	28
3	46
5	59
2	31
3	46
9	63
8	69
2	27
5	49
4	46
5	60
4	55
6	64
6	64
6	64
5	51
7	70
5	58
4	52
5	58
5	57
6	68
4	56
6	70
8	62
6	55
3	37
3	39
3	39
3	37
3	37
3	36
3	38
3	40
3	39
3	39
3	37
3	34
3	40
3	36
3	43
3	38
3	37
3	34
5	58
5	48
6	67
3	45
4	54
5	58
1	15
2	26
3	36
3	34
2	26
3	33
3	43
3	34
5	53
6	47
6	61
2	31
3	46
3	38
3	41
3	48
3	39
5	56
2	29
3	41
3	46
2	27
2	26
3	40
3	42
3	44
3	38
6	53
3	41
3	44
5	59
3	47
7	59
4	53
3	45
5	61
7	67
8	71
3	39
3	43
3	46
4	56
5	58
3	40
6	65
5	53
4	53
6	57
6	69
7	70
8	74
7	58
8	73
2	25
2	23
2	27
2	25
3	35
3	39
3	40
3	40
2	27
7	61
5	55
8	63
9	56
3	35
4	39
8	63
6	49
8	62
1	17
4	45
4	45
4	46
4	46
3	36
4	43
4	43
4	47
7	54
4	46
4	41
4	47
4	44
9	69
3	36
4	45
3	35
4	42
4	42
4	39
3	36
3	38
4	44
3	41
4	47
3	37
3	35
2	25
4	43
4	42
4	42
5	53
3	33
4	43
4	43
4	44
4	42
3	36
3	37
4	50
4	41
3	37
4	45
3	39
7	53
8	57
4	41
4	45
4	49
8	67
8	57
7	50
8	47
4	45
3	37
4	34
4	41
7	53
3	38
4	46
7	52
4	35
4	40
4	42
4	48
4	47
4	44
4	48
7	52
4	35
7	52
4	43
4	44
7	51
8	51
8	68
3	38
4	45
4	46
7	55
7	58
3	35
3	40
4	45
4	44
4	42
4	42
4	44
4	46
4	43
5	52
3	37
6	55
4	40
4	47
8	64
8	62
9	64
4	44
4	46
4	41
5	55
4	46
5	60
5	61
5	66
8	66
4	56
4	48
9	72
7	75
5	55
5	66
9	75
8	75
6	65
8	73
7	65
9	68
14	80
8	59
8	69
8	57
9	72
5	59
8	67
5	57
5	54
9	76
9	77
6	60
8	63
4	49
5	55
9	77
5	62
7	60
4	43
4	43
8	53
4	42
5	47
3	33
4	41
4	42
4	43
8	60
4	44
4	42
4	37
5	50
4	36
2	25
4	40
8	64
8	61
1	15
1	16
4	40
4	41
3	32
4	39
4	37
4	40
7	67
4	41
4	43
7	65
3	33
4	42
4	34
4	42
6	59
4	42
4	37
5	52
4	34
8	56
4	42
4	41
8	58
9	64
4	42
7	56
2	23
2	25
2	26
2	26
2	24
2	28
2	28
2	28
3	34
2	23
2	25
4	48
1	15
1	14
1	15
1	17
1	14
1	15
3	28
4	38
4	42
3	30
3	32
4	43
4	40
4	38
2	24
4	37
6	48
4	38
4	42
4	38
4	38
4	44
4	37
4	33
4	36
4	35
4	36
7	49
4	35
8	64
1	15
2	24
2	24
4	42
4	42
8	65
4	42
6	52
4	39
2	25
8	59
4	36
7	51
4	42
4	36
4	41
8	49
4	46
4	42
4	42
4	41
3	32
4	40
4	43
7	60
7	59
3	34
3	37
7	54
4	41
4	45
4	44
3	28
7	55
7	48
4	39
4	48
8	56
8	64
2	25
2	26
2	26
2	24
3	30
4	36
2	24
4	34
4	43
8	70
1	16
3	36
3	33
4	37
4	35
1	16
8	51
4	36
7	54
8	65
7	57
8	70
5	48
6	60
7	57
8	61
8	63
7	57
7	56
4	44
7	58
7	55
7	54
4	42
4	40
4	41
4	39
4	41
4	38
4	43
4	40
8	64
4	45
4	44
4	47
4	52
8	60
4	50
5	48
5	53
8	63
4	47
2	25
4	49
2	21
7	57
6	64
3	36
7	61
14	71
2	26
3	33
3	38
3	44
6	60
7	61
4	49
5	55
8	71
8	59
6	63
6	57
5	67
5	51
8	80
1	14
4	54
8	70
6	66
7	75
6	72
4	52
9	72
6	65
7	67
5	62
3	42
6	66
8	74
5	61
9	69
4	58
6	66
5	51
9	80
4	49
5	58
7	63
8	61
7	64
4	42
4	48
4	41
4	47
4	44
4	43
4	49
4	48
4	48
4	44
4	48
4	43
8	55
6	56
7	67
7	55
9	57
7	60
3	32
3	31
4	37
3	32
4	45
2	25
3	31
5	48
3	34
8	56
3	31
3	33
9	63
4	40
8	46
4	36
4	38
4	36
4	39
4	43
4	39
4	40
8	61
7	51
8	47
6	56
8	55
10	62
4	41
8	52
8	55
9	50
4	45
8	50
7	55
9	58
4	42
8	64
4	42
3	34
4	39
4	46
4	41
4	43
4	43
4	44
8	55
8	51
4	39
7	50
8	50
6	48
4	37
9	55
4	42
8	49
8	56
8	50
8	61
7	56
4	37
8	59
7	70
4	40
4	47
5	52
4	46
4	42
4	40
4	43
4	43
4	40
4	31
4	40
4	43
4	40
4	45
3	36
4	42
4	47
4	39
9	74
8	67
7	55
7	53
7	49
8	56
8	57
4	50
4	47
3	31
7	53
7	59
8	66
8	69
3	32
4	43
4	42
4	44
8	58
8	53
8	50
7	53
9	67
4	46
7	53
7	55
8	57
7	54
5	53
7	61
3	32
3	35
3	37
6	62
6	56
3	38
3	35
3	38
7	59
5	52
3	35
3	33
3	39
3	39
6	58
6	63
6	56
3	35
6	63
3	35
3	34
3	38
3	40
7	69
3	35
2	22
3	37
3	34
3	40
3	36
3	31
3	30
3	31
3	32
3	36
3	35
3	36
3	32
3	35
3	29
6	59
4	41
4	39
5	50
4	44
7	55
5	47
7	61
4	42
4	39
5	49
5	50
4	44
8	46
7	56
4	44
11	57
9	69
3	39
4	45
4	46
6	60
6	59
4	42
4	49
7	60
8	56
6	53
1	16
1	15
2	24
2	25
2	24
4	45
4	48
4	46
2	23
2	25
2	23
2	24
3	33
3	35
3	31
3	33
2	23
2	24
3	34
3	34
3	35
3	36
1	16
3	34
3	36
3	35
3	38
3	36
3	36
3	37
3	36
3	36
2	23
2	21
2	22
3	34
3	31
3	33
3	35
2	26
3	36
3	32
3	31
3	37
3	36
3	37
6	61
2	22
3	33
3	36
3	35
2	24
2	24
2	24
3	36
3	35
3	39
3	37
3	37
2	25
3	33
3	37
3	38
3	30
3	35
3	36
3	36
6	53
5	58
7	68
8	72
7	64
3	36
3	36
6	66
8	65
3	38
6	59
3	40
3	36
8	74
8	71
8	72
8	72
6	65
8	57
8	71
4	38
8	56
4	51
8	59
5	45
8	49
8	55
6	55
8	68
8	48
2	28
2	26
2	27
3	31
8	63
4	34
3	30
4	33
6	39
4	38
6	39
6	45
6	44
8	52
4	37
5	54
8	60
4	37
6	44
6	51
8	51
4	38
4	36
4	45
4	38
8	55
3	37
3	41
3	38
6	51
3	39
3	39
6	45
6	53
10	56
3	34
6	55
6	57
6	63
6	58
3	32
6	57
6	59
6	54
8	61
3	37
3	43
6	58
7	62
7	63
3	36
3	37
3	38
3	37
3	39
6	57
3	40
4	48
3	38
6	55
6	54
6	63
8	62
7	50
6	51
10	66
8	62
8	54
6	58
5	44
6	58
9	52
13	69
10	59
7	50
6	50
2	24
6	61
6	59
8	73
3	44
3	38
4	49
3	40
8	66
4	39
3	43
2	24
3	38
3	39
3	40
3	38
2	31
2	27
3	40
3	36
4	46
3	36
4	43
3	36
3	39
4	56
4	51
4	52
4	52
1	14
1	16
1	16
3	36
4	37
4	35
4	37
4	39
4	37
4	49
4	33
6	43
4	36
6	46
8	69
4	51
8	58
4	47
5	41
4	41
4	38
4	35
5	41
5	43
8	46
4	39
4	40
6	52
5	38
4	39
6	47
4	38
8	48
4	45
8	49
5	48
4	43
4	40
5	49
4	47
5	48
5	48
4	41
4	37
7	55
5	47
4	37
8	67
5	47
5	49
4	36
4	39
4	37
5	43
4	40
4	39
4	35
4	40
5	49
4	40
4	39
5	42
4	37
4	42
4	37
5	37
5	53
5	40
5	43
5	37
4	39
4	41
4	38
5	49
5	44
4	39
4	40
4	44
5	46
8	63
5	46
6	48
4	40
4	44
5	43
4	45
4	42
5	43
4	44
5	52
6	46
3	40
2	28
3	39
5	50
4	51
4	43
4	38
4	43
5	53
8	62
4	52
5	49
4	40
6	51
6	64
7	66
4	38
4	43
8	54
4	40
7	59
4	45
4	42
6	50
6	57
6	49
5	52
6	55
5	49
4	48
5	48
4	50
6	59
6	58
7	55
7	70
8	62
5	52
5	54
4	46
4	52
7	57
5	54
2	29
4	53
5	58
4	49
3	42
3	43
4	49
4	55
5	50
4	52
4	49
3	43
6	58
3	40
4	51
4	49
6	55
4	52
6	61
3	42
6	60
4	54
7	59
3	44
4	51
4	46
5	50
5	63
1	15
2	24
3	35
2	28
2	27
4	51
4	44
2	24
2	25
4	40
3	38
2	27
3	43
3	45
2	22
3	39
2	31
1	13
2	24
4	46
4	48
3	36
2	24
6	47
8	56
8	51
7	57
5	56
1	16
3	44
6	61
6	67
8	74
3	39
3	43
9	66
6	65
6	75
3	48
3	42
5	63
5	67
5	64
4	56
4	55
4	56
6	62
3	40
4	58
4	54
4	51
6	60
2	23
3	44
4	55
6	64
8	68
5	64
4	57
4	56
3	42
5	54
2	25
2	27
3	39
3	35
3	42
2	24
3	36
3	41
3	38
3	35
4	60
3	36
5	59
3	37
3	36
3	41
2	30
2	30
10	85
3	39
6	60
9	81
3	38
3	35
10	77
1	18
3	40
3	36
1	21
3	42
3	33
3	36
3	40
3	32
3	39
4	49
4	50
6	54
4	45
5	50
2	29
2	32
2	31
3	40
3	45
3	45
3	39
3	41
3	39
3	41
5	56
3	44
6	56
5	54
6	58
3	34
3	37
4	47
3	42
3	42
5	57
3	43
5	52
4	55
4	58
5	55
3	38
3	43
3	42
3	44
6	61
6	60
1	15
2	27
3	38
2	29
2	28
4	55
5	50
5	59
8	75
6	55
7	77
1	14
1	14
3	35
6	63
3	39
3	36
3	42
5	61
3	36
3	36
2	29
2	28
3	40
3	46
2	26
5	61
3	41
2	24
3	37
3	37
4	54
2	28
3	38
3	34
2	25
3	39
3	44
3	44
3	37
3	45
3	41
2	25
3	38
3	37
3	41
5	61
5	63
3	36
3	40
3	38
6	67
4	51
5	58
7	62
1	14
3	38
3	36
3	42
3	41
3	39
3	36
3	39
3	36
3	39
3	41
3	44
3	39
2	29
3	37
3	40
3	37
3	37
3	39
3	37
2	25
3	36
3	41
3	42
6	67
4	54
3	42
3	42
7	70
4	52
5	59
3	42
4	49
3	43
6	74
3	39
3	43
4	56
3	46
6	55
5	54
6	58
6	56
6	58
3	35
5	58
1	15
1	17
1	17
2	27
3	36
3	40
3	39
6	75
6	70
1	14
3	36
3	36
3	43
3	36
3	38
4	45
3	38
3	34
6	58
3	38
10	70
2	26
2	25
2	28
3	35
3	38
1	16
1	16
1	17
1	16
1	15
1	16
1	14
3	36
3	34
3	40
3	36
3	36
3	37
3	40
5	44
4	55
6	57
6	60
3	39
3	39
3	38
5	55
6	68
2	31
3	38
2	32
2	27
5	61
3	44
3	37
3	44
3	39
3	38
2	26
5	55
3	43
5	50
4	48
5	58
3	36
5	54
3	41
3	39
5	61
3	39
3	40
1	15
3	43
6	56
5	48
3	40
5	47
5	64
3	48
3	41
8	72
6	57
8	79
1	17
1	18
1	18
2	33
3	38
1	18
2	31
3	44
3	36
5	55
3	39
3	43
1	16
1	18
1	17
2	28
2	32
3	37
3	37
3	43
7	67
6	64
2	35
6	63
3	48
10	75
6	63
7	65
6	66
3	39
2	32
3	41
4	48
3	42
4	47
3	43
3	39
4	50
2	29
1	19
1	19
3	31
3	30
1	15
1	17
1	15
1	15
1	17
2	28
2	33
2	28
2	29
2	26
2	24
2	27
2	27
2	29
